Cube ID,Timestamp,Temperature Layer A,Temperature Layer B,Humidity Layer A,Humidity Layer B
51,2976251,,,,8.45
53,2976323,,,,9.86
88,2976330,,,,7.22
58,2976344,,,,8.85
27,2976345,,,11.77,
86,2976352,,,9.19,
7,2976353,,,,10.36
80,2976377,,,9.62,
61,2976387,,,,10.06
60,2976400,,,,9.19
44,2976407,,,,7.76
59,2976439,,,8.94,
98,2976442,,,,10.49
1,2976463,,,,9.3
26,2976483,,,8.89,
71,2976486,,,,12.29
13,2977199,22.23,,,
98,2977199,,22.59,,
31,2977203,,25.52,,
77,2977206,22.8,,,
33,2977208,23.0,,,
6,2977210,22.8,,,
68,2977215,,25.06,,
0,2977219,22.4,,,
14,2977220,23.52,,,
19,2977223,23.74,,,
7,2977224,,25.15,,
95,2977224,20.72,,,
20,2977227,,22.34,,
0,2977228,,25.06,,
96,2977229,23.28,,,
70,2977232,26.08,,,
48,2977233,,25.33,,
97,2977236,20.15,,,
56,2977236,25.42,,,
92,2977238,22.7,,,
56,2977243,,22.19,,
55,2977245,,25.99,,
44,2977248,,22.25,,
48,2977250,23.45,,,
2,2977264,24.77,,,
32,2977266,23.86,,,
24,2977267,25.12,,,
63,2977274,,22.85,,
41,2977275,,25.13,,
37,2977276,24.72,,,
71,2977278,22.92,,,
90,2977281,23.71,,,
25,2977281,23.75,,,
17,2977283,,24.52,,
58,2977288,20.6,,,
5,2977289,,25.45,,
82,2977289,,23.84,,
81,2977295,21.59,,,
35,2977296,,25.7,,
81,2977296,,22.75,,
43,2977296,23.44,,,
32,2977297,,26.35,,
73,2977299,,20.75,,
75,2977300,,25.67,,
9,2977303,,24.73,,
45,2977305,22.91,,,
40,2977311,,26.02,,
93,2977314,25.64,,,
36,2977321,,24.08,,
70,2977321,,24.46,,
50,2977322,27.22,,,
26,2977325,,25.35,,
61,2977329,,26.96,,
19,2977333,,25.47,,
58,2977334,,24.58,,
4,2977336,,24.79,,
8,2977338,23.03,,,
5,2977341,20.79,,,
59,2977344,,26.16,,
29,2977347,23.89,,,
42,2977350,,23.95,,
14,2977350,,23.77,,
74,2977350,23.23,,,
83,2977352,24.76,,,
61,2977353,23.82,,,
13,2977354,,29.44,,
16,2977354,24.07,,,
80,2977355,23.19,,,
91,2977356,24.3,,,
53,2977363,22.27,,,
8,2977366,,24.58,,
47,2977368,24.88,,,
75,2977369,21.12,,,
23,2977371,23.57,,,
85,2977371,25.63,,,
35,2977372,23.35,,,
86,2977379,22.89,,,
62,2977380,20.47,,,
22,2977385,23.29,,,
27,2977386,23.82,,,
57,2977391,22.04,,,
73,2977399,24.09,,,
60,2977400,,24.88,,
57,2977401,,23.9,,
66,2977402,23.75,,,
83,2977403,,25.59,,
54,2977407,22.8,,,
78,2977409,21.91,,,
18,2977410,,24.17,,
18,2977411,24.81,,,
12,2977412,,25.87,,
97,2977416,,23.68,,
98,2977418,22.11,,,
87,2977418,22.63,,,
21,2977424,24.41,,,
59,2977424,25.35,,,
34,2977424,22.63,,,
99,2977426,,24.61,,
1,2977427,,25.78,,
39,2977428,,24.7,,
3,2977428,,23.91,,
10,2977436,,24.57,,
89,2977438,,23.1,,
41,2977440,23.18,,,
51,2977441,,24.17,,
22,2977450,,23.43,,
17,2977459,23.2,,,
85,2977468,,23.01,,
39,2977468,23.26,,,
94,2977474,,24.89,,
34,2977491,,22.93,,
63,2977492,22.57,,,
28,2977492,,25.19,,
16,2977493,,23.95,,
68,2977494,21.46,,,
11,2977496,,23.08,,
26,2977497,20.62,,,
4,2977500,23.46,,,
88,2977500,23.73,,,
86,2977503,,23.62,,
88,2977503,,22.5,,
60,2977507,24.28,,,
65,2977510,24.49,,,
72,2977510,26.4,,,
50,2977511,,25.2,,
42,2977515,21.45,,,
90,2977517,,24.44,,
92,2977520,,23.72,,
10,2977521,22.46,,,
71,2977521,,21.72,,
25,2977528,,22.69,,
29,2977532,,26.32,,
96,2977534,,24.47,,
65,2977535,,23.46,,
27,2977535,,22.02,,
44,2977537,21.83,,,
78,2977538,,23.97,,
54,2977540,,24.21,,
66,2977542,,24.07,,
7,2977544,22.32,,,
74,2977544,,23.65,,
80,2977550,,26.33,,
40,2977551,24.52,,,
33,2977552,,25.61,,
84,2977555,,24.52,,
64,2977557,,20.61,,
31,2977557,22.33,,,
76,2977557,,24.16,,
47,2977557,,23.55,,
49,2977559,23.65,,,
87,2977560,,26.06,,
49,2977561,,21.46,,
20,2977565,22.86,,,
15,2977569,22.81,,,
82,2977570,23.95,,,
84,2977571,23.58,,,
69,2977571,,26.2,,
9,2977574,23.33,,,
11,2977576,22.17,,,
36,2977577,22.0,,,
77,2977584,,24.17,,
45,2977585,,25.3,,
28,2977587,22.66,,,
79,2977588,26.22,,,
91,2977600,,22.49,,
43,2977606,,26.21,,
6,2977606,,23.64,,
89,2977611,25.59,,,
94,2977613,23.04,,,
52,2977617,23.35,,,
53,2977619,,25.16,,
72,2977620,,26.83,,
15,2977621,,20.96,,
52,2977621,,23.41,,
64,2977634,23.78,,,
30,2977638,24.02,,,
1,2977640,23.14,,,
24,2977641,,24.7,,
55,2977647,24.34,,,
69,2977656,23.07,,,
62,2977658,,22.56,,
12,2977663,24.32,,,
76,2977663,23.89,,,
2,2977663,,24.53,,
51,2977666,20.64,,,
21,2977672,,23.96,,
3,2977678,22.05,,,
67,2977681,,23.76,,
95,2977684,,24.23,,
37,2977686,,22.24,,
93,2977689,,27.27,,
79,2977690,,24.38,,
99,2977690,25.67,,,
67,2977693,25.12,,,
30,2977697,,23.57,,
23,2977697,,24.78,,
38,2978416,21.46,,,
46,2979292,,21.25,,
46,2979394,19.23,,,
41,2980806,23.75,,,
92,2980811,,24.49,,
93,2980811,,25.28,,
76,2980812,24.64,,,
76,2980814,,25.19,,
3,2980815,23.55,,,
91,2980816,24.52,,,
0,2980822,,24.6,,
42,2980829,,24.54,,
86,2980832,23.49,,,
82,2980833,,25.45,,
62,2980841,20.34,,,
9,2980841,24.83,,,
71,2980842,,22.24,,
39,2980842,22.62,,,
35,2980843,,22.85,,
84,2980845,,24.43,,
11,2980847,,26.6,,
8,2980848,24.82,,,
63,2980848,,24.16,,
88,2980851,25.02,,,
14,2980852,,24.18,,
9,2980858,,24.42,,
31,2980860,23.07,,,
25,2980862,23.91,,,
23,2980872,22.68,,,
29,2980872,,26.19,,
27,2980875,,22.73,,
31,2980876,,25.33,,
81,2980884,,24.72,,
62,2980887,,22.86,,
94,2980888,,24.35,,
65,2980890,,24.08,,
66,2980892,25.32,,,
99,2980896,,27.64,,
24,2980897,24.02,,,
92,2980900,24.84,,,
7,2980900,22.65,,,
64,2980904,25.23,,,
11,2980905,21.68,,,
34,2980906,24.04,,,
28,2980908,,24.76,,
70,2980917,24.45,,,
68,2980917,,24.89,,
81,2980922,22.74,,,
86,2980924,,23.42,,
69,2980927,22.35,,,
21,2980929,,24.72,,
51,2980930,,24.15,,
13,2980933,,26.7,,
28,2980940,24.08,,,
17,2980940,26.82,,,
61,2980940,,24.57,,
16,2980943,24.14,,,
83,2980946,21.86,,,
8,2980954,,24.44,,
26,2980956,,25.76,,
67,2980965,25.51,,,
4,2980971,24.95,,,
78,2980976,20.63,,,
7,2980976,,23.63,,
87,2980976,21.25,,,
89,2980976,,26.51,,
64,2980978,,23.82,,
10,2980981,25.42,,,
58,2980983,,24.16,,
72,2980984,26.1,,,
57,2980987,23.66,,,
22,2980987,23.6,,,
30,2980988,,21.67,,
39,2980989,,24.94,,
35,2980991,22.48,,,
12,2980993,,24.19,,
16,2980996,,23.94,,
65,2980996,24.24,,,
56,2980998,,22.14,,
1,2981008,,27.59,,
73,2981012,,25.2,,
49,2981014,,23.03,,
66,2981018,,24.43,,
32,2981020,23.68,,,
47,2981022,23.58,,,
68,2981025,22.18,,,
58,2981027,23.08,,,
59,2981027,24.17,,,
41,2981027,,26.59,,
20,2981027,,21.98,,
56,2981031,26.04,,,
87,2981032,,23.39,,
14,2981033,22.64,,,
77,2981034,23.23,,,
33,2981035,21.59,,,
36,2981035,22.2,,,
6,2981036,22.12,,,
95,2981040,21.78,,,
75,2981040,,24.83,,
88,2981040,,25.04,,
96,2981042,,26.08,,
54,2981043,,26.99,,
34,2981046,,24.55,,
22,2981050,,25.23,,
60,2981050,,23.53,,
30,2981051,24.85,,,
93,2981055,24.77,,,
91,2981061,,23.71,,
40,2981062,,25.37,,
42,2981065,21.31,,,
40,2981066,24.53,,,
2,2981067,,23.62,,
71,2981068,23.01,,,
24,2981069,,24.84,,
5,2981070,,24.47,,
37,2981070,23.58,,,
75,2981074,22.48,,,
1,2981076,23.14,,,
55,2981078,24.74,,,
45,2981085,,24.55,,
54,2981090,23.5,,,
95,2981091,,25.56,,
52,2981092,,25.53,,
70,2981097,,26.03,,
2,2981099,23.56,,,
90,2981104,,23.55,,
3,2981104,,22.0,,
79,2981111,25.68,,,
44,2981112,,23.97,,
10,2981113,,24.23,,
6,2981114,,24.27,,
84,2981116,23.72,,,
25,2981116,,22.32,,
74,2981120,25.43,,,
12,2981121,25.84,,,
69,2981123,,24.41,,
59,2981124,,23.17,,
43,2981127,,25.85,,
49,2981129,23.8,,,
0,2981134,23.97,,,
47,2981134,,25.12,,
29,2981134,20.68,,,
5,2981137,21.5,,,
32,2981138,,23.56,,
17,2981140,,25.41,,
18,2981140,,23.93,,
82,2981143,22.8,,,
80,2981148,,25.82,,
53,2981150,,25.51,,
19,2981151,21.9,,,
85,2981151,28.41,,,
48,2981151,,26.66,,
23,2981159,,25.17,,
36,2981160,,22.96,,
72,2981163,,28.04,,
44,2981175,22.37,,,
57,2981175,,25.76,,
48,2981177,25.46,,,
15,2981180,,23.9,,
77,2981181,,24.54,,
85,2981188,,26.23,,
97,2981191,21.73,,,
18,2981192,24.75,,,
51,2981200,21.91,,,
21,2981203,24.45,,,
63,2981203,22.44,,,
20,2981204,23.15,,,
80,2981208,24.29,,,
97,2981210,,23.58,,
15,2981214,21.88,,,
60,2981216,24.95,,,
94,2981219,21.08,,,
90,2981219,24.03,,,
33,2981221,,26.38,,
37,2981221,,22.06,,
45,2981224,21.26,,,
96,2981228,25.6,,,
98,2981231,24.84,,,
53,2981232,24.0,,,
13,2981232,21.92,,,
98,2981233,,23.16,,
78,2981236,,24.1,,
50,2981241,25.83,,,
43,2981246,23.1,,,
26,2981247,23.27,,,
79,2981252,,24.48,,
55,2981253,,24.99,,
67,2981259,,25.97,,
83,2981261,,25.05,,
52,2981262,22.86,,,
73,2981263,23.51,,,
89,2981278,23.28,,,
19,2981284,,24.47,,
27,2981286,23.84,,,
4,2981287,,27.04,,
99,2981291,26.87,,,
74,2981292,,23.18,,
50,2981296,,23.79,,
61,2981297,24.72,,,
38,2982243,23.89,,,
11,2984406,23.32,,,
2,2984408,24.11,,,
82,2984409,23.91,,,
45,2984411,21.19,,,
6,2984412,,24.05,,
27,2984412,23.44,,,
64,2984413,22.97,,,
28,2984417,23.42,,,
0,2984419,23.89,,,
18,2984424,24.91,,,
83,2984431,,23.0,,
19,2984432,,25.15,,
77,2984432,22.59,,,
81,2984434,21.27,,,
34,2984439,21.97,,,
40,2984439,,24.53,,
23,2984444,,23.64,,
8,2984446,24.06,,,
57,2984457,24.13,,,
3,2984458,23.89,,,
84,2984459,,23.71,,
68,2984461,19.68,,,
17,2984465,25.16,,,
60,2984469,24.73,,,
42,2984469,22.23,,,
15,2984474,,25.98,,
30,2984474,,25.25,,
1,2984476,,25.2,,
99,2984482,,23.41,,
20,2984483,22.12,,,
54,2984484,25.12,,,
79,2984484,,24.31,,
87,2984489,24.35,,,
85,2984495,,25.28,,
87,2984500,,25.88,,
53,2984500,,25.05,,
13,2984500,,25.88,,
58,2984501,21.76,,,
27,2984502,,23.23,,
74,2984510,,23.06,,
50,2984515,,23.41,,
32,2984522,,25.62,,
10,2984523,,23.93,,
69,2984533,,23.26,,
72,2984534,,24.68,,
25,2984535,24.47,,,
78,2984537,22.6,,,
69,2984537,21.52,,,
65,2984538,22.93,,,
39,2984538,23.63,,,
19,2984544,22.53,,,
96,2984549,,26.52,,
65,2984553,,23.12,,
59,2984559,26.1,,,
67,2984563,,23.78,,
89,2984564,,23.19,,
98,2984564,,24.23,,
73,2984565,,23.62,,
63,2984567,,22.76,,
15,2984573,22.94,,,
41,2984578,23.04,,,
6,2984583,21.79,,,
21,2984589,,23.82,,
11,2984589,,24.11,,
2,2984594,,23.99,,
34,2984594,,24.2,,
49,2984595,22.64,,,
88,2984599,23.41,,,
3,2984600,,22.2,,
44,2984601,21.53,,,
50,2984603,26.11,,,
5,2984604,,26.99,,
63,2984606,22.83,,,
55,2984608,24.51,,,
62,2984611,22.22,,,
1,2984620,24.61,,,
12,2984623,25.85,,,
26,2984623,,25.43,,
14,2984624,21.64,,,
78,2984627,,25.94,,
75,2984632,20.5,,,
43,2984633,,27.26,,
45,2984635,,24.67,,
96,2984635,23.76,,,
24,2984638,,23.5,,
51,2984641,,24.89,,
40,2984641,24.92,,,
90,2984644,23.47,,,
57,2984645,,24.03,,
95,2984647,,26.14,,
99,2984648,25.56,,,
37,2984649,,22.4,,
83,2984649,22.98,,,
10,2984651,26.49,,,
16,2984655,22.79,,,
79,2984655,26.07,,,
73,2984658,22.78,,,
33,2984658,23.08,,,
94,2984658,,23.12,,
7,2984659,21.84,,,
93,2984659,23.7,,,
4,2984661,,23.82,,
36,2984662,21.62,,,
47,2984668,,21.57,,
43,2984670,23.27,,,
75,2984672,,27.31,,
71,2984672,,21.44,,
47,2984672,24.02,,,
86,2984675,22.35,,,
86,2984680,,25.44,,
71,2984687,25.63,,,
70,2984689,23.71,,,
89,2984695,22.38,,,
16,2984696,,24.32,,
88,2984697,,23.22,,
32,2984699,23.49,,,
97,2984699,19.59,,,
76,2984707,,25.02,,
84,2984711,24.52,,,
9,2984711,,25.85,,
82,2984715,,24.13,,
39,2984717,,25.19,,
60,2984719,,23.28,,
61,2984721,23.94,,,
94,2984721,24.35,,,
61,2984728,,23.58,,
18,2984731,,23.35,,
12,2984736,,25.59,,
35,2984736,,22.68,,
25,2984739,,21.57,,
17,2984740,,24.4,,
62,2984740,,21.56,,
66,2984743,25.64,,,
67,2984744,24.24,,,
53,2984746,22.17,,,
5,2984749,21.21,,,
48,2984749,23.65,,,
49,2984750,,23.98,,
35,2984753,22.01,,,
41,2984753,,26.45,,
68,2984755,,25.91,,
29,2984755,,22.55,,
37,2984760,25.75,,,
29,2984761,22.2,,,
14,2984761,,23.65,,
77,2984762,,23.26,,
93,2984767,,28.66,,
56,2984769,26.68,,,
22,2984770,,23.04,,
13,2984773,20.18,,,
91,2984775,22.39,,,
42,2984778,,25.62,,
0,2984778,,22.9,,
51,2984781,22.73,,,
9,2984782,23.96,,,
74,2984785,22.81,,,
80,2984786,,25.81,,
98,2984796,21.78,,,
76,2984800,21.84,,,
55,2984803,,24.11,,
22,2984804,23.93,,,
72,2984808,26.28,,,
54,2984812,,25.3,,
59,2984814,,23.36,,
20,2984815,,22.17,,
92,2984815,23.37,,,
95,2984819,19.69,,,
91,2984825,,23.09,,
31,2984831,24.09,,,
33,2984832,,25.88,,
97,2984836,,23.84,,
23,2984837,21.69,,,
66,2984840,,23.52,,
28,2984845,,24.54,,
44,2984850,,22.8,,
31,2984850,,25.96,,
36,2984851,,23.74,,
21,2984852,23.17,,,
26,2984854,21.7,,,
64,2984864,,21.94,,
92,2984866,,22.68,,
52,2984869,21.84,,,
7,2984878,,20.74,,
52,2984882,,24.04,,
70,2984885,,24.41,,
85,2984885,24.71,,,
48,2984886,,26.95,,
90,2984887,,24.0,,
24,2984889,24.01,,,
81,2984889,,23.45,,
8,2984889,,24.5,,
56,2984889,,22.1,,
80,2984894,23.16,,,
58,2984895,,24.61,,
30,2984895,22.09,,,
4,2984897,24.74,,,
38,2986072,20.83,,,
18,2988003,,20.42,,
89,2988004,,20.91,,
2,2988013,19.67,,,
48,2988017,21.13,,,
40,2988021,21.65,,,
92,2988022,,19.16,,
70,2988025,,19.04,,
81,2988026,,21.93,,
63,2988026,17.44,,,
0,2988027,20.79,,,
24,2988027,,18.19,,
93,2988031,,22.2,,
65,2988033,,20.27,,
31,2988040,21.36,,,
57,2988041,,19.32,,
88,2988042,,19.24,,
21,2988046,,20.43,,
67,2988047,,20.78,,
56,2988048,22.48,,,
70,2988051,20.65,,,
27,2988054,18.82,,,
23,2988054,18.32,,,
71,2988055,19.87,,,
82,2988060,,19.25,,
39,2988062,,19.57,,
3,2988063,18.68,,,
45,2988063,,19.41,,
44,2988063,19.14,,,
69,2988063,,20.98,,
89,2988063,18.75,,,
9,2988064,22.33,,,
51,2988082,,21.58,,
96,2988084,21.34,,,
1,2988084,,21.89,,
73,2988086,18.09,,,
9,2988091,,21.42,,
56,2988094,,18.13,,
17,2988095,21.2,,,
65,2988111,18.58,,,
32,2988113,20.23,,,
39,2988113,18.32,,,
99,2988114,,20.72,,
33,2988116,,20.11,,
48,2988120,,21.25,,
72,2988121,21.48,,,
53,2988121,,21.94,,
77,2988123,18.83,,,
79,2988123,,20.74,,
4,2988130,20.57,,,
54,2988137,18.79,,,
63,2988138,,20.84,,
95,2988145,17.02,,,
36,2988146,,18.74,,
7,2988148,19.13,,,
92,2988150,19.73,,,
55,2988155,,21.29,,
16,2988156,19.66,,,
15,2988158,,19.76,,
50,2988158,22.53,,,
47,2988164,20.04,,,
47,2988167,,20.88,,
42,2988168,,19.02,,
24,2988169,18.85,,,
84,2988170,,21.84,,
82,2988173,19.53,,,
68,2988174,16.4,,,
34,2988175,19.71,,,
60,2988175,20.13,,,
27,2988177,,20.66,,
13,2988177,,24.06,,
72,2988179,,21.83,,
52,2988180,19.47,,,
79,2988181,23.48,,,
14,2988183,,20.44,,
46,2988185,,20.5,,
94,2988189,19.57,,,
35,2988192,17.89,,,
83,2988193,,20.32,,
87,2988193,20.99,,,
55,2988194,20.81,,,
40,2988196,,20.33,,
43,2988201,,22.2,,
61,2988201,,22.33,,
29,2988202,18.12,,,
45,2988205,17.67,,,
54,2988206,,23.08,,
6,2988208,18.48,,,
41,2988211,20.13,,,
5,2988211,17.97,,,
7,2988211,,18.65,,
46,2988211,20.0,,,
4,2988211,,21.64,,
58,2988212,17.87,,,
13,2988223,17.04,,,
26,2988224,17.24,,,
59,2988226,,21.47,,
22,2988231,16.63,,,
5,2988233,,22.64,,
12,2988236,20.17,,,
95,2988237,,23.56,,
96,2988238,,22.15,,
62,2988239,,17.84,,
11,2988239,,20.67,,
81,2988239,18.42,,,
15,2988243,17.74,,,
71,2988243,,17.31,,
90,2988244,,19.06,,
20,2988247,18.95,,,
90,2988248,18.24,,,
50,2988248,,22.13,,
68,2988250,,20.52,,
2,2988250,,19.05,,
11,2988251,19.28,,,
73,2988252,,18.74,,
31,2988253,,19.91,,
98,2988253,19.4,,,
6,2988254,,20.58,,
75,2988254,,20.54,,
61,2988260,21.03,,,
88,2988260,20.68,,,
77,2988262,,19.26,,
10,2988263,22.79,,,
76,2988273,,19.59,,
22,2988279,,17.79,,
75,2988281,15.67,,,
74,2988285,,18.48,,
62,2988286,17.47,,,
36,2988287,20.48,,,
26,2988297,,21.74,,
57,2988298,18.14,,,
19,2988302,20.75,,,
80,2988304,19.49,,,
35,2988312,,21.18,,
49,2988314,19.85,,,
80,2988319,,22.57,,
14,2988319,16.95,,,
74,2988320,19.3,,,
25,2988322,20.41,,,
25,2988322,,19.48,,
93,2988325,18.63,,,
99,2988325,20.51,,,
91,2988328,,20.59,,
18,2988329,19.51,,,
53,2988339,16.9,,,
51,2988342,16.83,,,
97,2988350,18.16,,,
85,2988352,,21.21,,
32,2988355,,20.26,,
43,2988357,21.3,,,
60,2988363,,21.07,,
19,2988366,,20.93,,
21,2988369,19.23,,,
78,2988372,,19.89,,
49,2988379,,19.36,,
76,2988380,18.8,,,
91,2988382,19.33,,,
98,2988384,,21.16,,
10,2988384,,20.37,,
33,2988386,19.04,,,
1,2988386,20.71,,,
28,2988390,17.13,,,
66,2988395,20.04,,,
23,2988395,,20.28,,
42,2988398,19.04,,,
66,2988399,,20.55,,
97,2988402,,19.61,,
12,2988404,,21.16,,
17,2988404,,21.34,,
86,2988404,21.41,,,
20,2988406,,18.28,,
86,2988407,,20.09,,
29,2988411,,22.62,,
3,2988412,,20.07,,
30,2988412,19.9,,,
52,2988412,,19.03,,
37,2988413,,18.75,,
69,2988430,18.13,,,
67,2988434,20.75,,,
28,2988440,,19.08,,
34,2988448,,19.17,,
37,2988454,20.14,,,
8,2988456,,21.0,,
64,2988457,,16.35,,
58,2988470,,22.15,,
30,2988470,,20.08,,
84,2988470,21.18,,,
41,2988472,,20.71,,
16,2988473,,21.47,,
83,2988478,19.99,,,
94,2988478,,19.86,,
85,2988479,22.12,,,
0,2988481,,18.79,,
44,2988482,,21.66,,
59,2988485,19.67,,,
64,2988486,20.23,,,
87,2988487,,19.43,,
8,2988491,19.6,,,
78,2988491,17.68,,,
38,2990068,22.84,,,
70,2991603,,20.91,,
84,2991603,,20.56,,
85,2991605,21.67,,,
1,2991606,,23.32,,
74,2991607,,20.0,,
62,2991608,17.42,,,
44,2991612,,21.29,,
84,2991620,20.54,,,
24,2991622,20.12,,,
99,2991624,22.55,,,
63,2991625,18.01,,,
75,2991626,,19.2,,
92,2991627,20.14,,,
65,2991632,18.56,,,
13,2991633,,24.09,,
15,2991633,,19.29,,
25,2991636,21.01,,,
29,2991636,,20.54,,
89,2991641,,20.18,,
91,2991643,18.91,,,
42,2991644,19.06,,,
3,2991648,19.59,,,
90,2991649,,20.24,,
70,2991654,19.14,,,
86,2991659,,19.74,,
56,2991662,22.09,,,
39,2991664,,22.09,,
96,2991667,,19.73,,
43,2991673,17.92,,,
83,2991675,,19.41,,
31,2991675,,23.25,,
78,2991678,15.07,,,
66,2991678,,19.93,,
19,2991682,17.4,,,
77,2991683,,19.54,,
47,2991684,,19.01,,
4,2991685,18.89,,,
22,2991686,,18.74,,
61,2991687,,21.36,,
7,2991688,,20.26,,
98,2991689,17.05,,,
96,2991691,17.37,,,
55,2991693,19.5,,,
91,2991693,,19.67,,
37,2991693,21.31,,,
67,2991693,19.33,,,
27,2991696,19.21,,,
22,2991704,20.1,,,
58,2991704,17.96,,,
36,2991705,,18.52,,
85,2991707,,21.31,,
86,2991710,17.99,,,
97,2991711,16.13,,,
69,2991712,18.85,,,
12,2991716,,21.1,,
16,2991720,,19.23,,
17,2991725,,19.43,,
20,2991726,,18.47,,
73,2991727,19.05,,,
55,2991731,,20.93,,
18,2991735,21.39,,,
26,2991737,17.72,,,
97,2991739,,19.38,,
93,2991740,,22.34,,
7,2991744,18.14,,,
87,2991745,19.93,,,
88,2991746,,17.68,,
35,2991749,,20.87,,
83,2991751,19.48,,,
64,2991754,,17.91,,
51,2991758,,19.85,,
81,2991760,17.75,,,
92,2991767,,21.03,,
18,2991768,,20.05,,
58,2991770,,20.29,,
87,2991771,,20.84,,
49,2991778,19.63,,,
72,2991783,20.69,,,
41,2991785,,21.6,,
94,2991798,,20.28,,
71,2991804,,16.3,,
81,2991807,,21.14,,
44,2991812,20.1,,,
8,2991814,,18.94,,
16,2991819,19.44,,,
30,2991821,,20.22,,
33,2991824,17.87,,,
99,2991827,,20.66,,
50,2991828,,20.45,,
2,2991831,,18.4,,
43,2991836,,19.68,,
77,2991838,20.32,,,
54,2991840,20.23,,,
71,2991846,20.27,,,
57,2991852,19.81,,,
14,2991852,,20.05,,
32,2991853,,18.92,,
5,2991854,17.07,,,
47,2991855,19.21,,,
98,2991856,,18.31,,
34,2991856,18.48,,,
39,2991860,18.1,,,
82,2991860,,19.38,,
51,2991862,18.67,,,
17,2991862,21.07,,,
62,2991862,,16.47,,
88,2991864,20.31,,,
50,2991873,22.52,,,
65,2991875,,19.62,,
52,2991881,,18.89,,
37,2991892,,19.13,,
68,2991895,,22.62,,
0,2991895,20.37,,,
8,2991896,20.31,,,
12,2991901,21.09,,,
95,2991906,,22.89,,
56,2991907,,18.46,,
6,2991909,17.29,,,
64,2991910,22.94,,,
42,2991911,,21.37,,
53,2991912,17.86,,,
72,2991913,,20.01,,
21,2991917,20.05,,,
53,2991919,,19.77,,
93,2991919,18.21,,,
14,2991927,19.18,,,
69,2991928,,21.0,,
24,2991929,,19.21,,
21,2991930,,19.62,,
78,2991934,,18.75,,
20,2991942,18.06,,,
40,2991942,,21.02,,
5,2991942,,19.99,,
80,2991945,,22.25,,
41,2991947,21.22,,,
23,2991949,,21.34,,
95,2991971,16.41,,,
3,2991973,,20.29,,
0,2991974,,19.55,,
32,2991978,19.67,,,
90,2991979,19.74,,,
23,2991981,19.18,,,
9,2991981,20.87,,,
75,2991983,18.77,,,
19,2991983,,20.77,,
2,2991986,18.77,,,
31,2991987,20.03,,,
26,2991989,,23.01,,
67,2991992,,19.08,,
59,2991994,21.3,,,
73,2991994,,18.93,,
10,2991995,,19.82,,
82,2991998,19.79,,,
80,2991999,19.35,,,
52,2992001,17.02,,,
48,2992002,,23.72,,
28,2992007,19.57,,,
63,2992010,,17.41,,
66,2992012,19.4,,,
60,2992013,,21.55,,
11,2992013,,21.54,,
68,2992013,15.7,,,
79,2992016,24.1,,,
35,2992016,18.76,,,
30,2992022,20.53,,,
29,2992023,17.88,,,
10,2992024,21.68,,,
61,2992024,20.05,,,
13,2992026,18.06,,,
76,2992027,21.02,,,
40,2992032,20.63,,,
89,2992033,19.11,,,
28,2992034,,20.22,,
45,2992035,,19.59,,
94,2992040,18.88,,,
60,2992044,19.53,,,
4,2992050,,22.46,,
33,2992054,,21.69,,
57,2992055,,22.59,,
79,2992056,,21.37,,
54,2992059,,22.42,,
1,2992064,20.4,,,
48,2992066,19.51,,,
74,2992070,20.2,,,
9,2992075,,20.42,,
45,2992078,18.56,,,
6,2992078,,18.66,,
11,2992079,18.39,,,
36,2992082,18.72,,,
34,2992083,,20.64,,
27,2992084,,17.79,,
59,2992087,,19.12,,
76,2992091,,19.03,,
49,2992091,,21.1,,
25,2992096,,18.35,,
15,2992098,20.0,,,
38,2993508,21.16,,,
5,2995203,,21.69,,
70,2995210,20.89,,,
64,2995214,21.28,,,
68,2995214,,21.05,,
29,2995214,,21.09,,
82,2995216,,20.02,,
99,2995216,22.73,,,
4,2995217,,21.57,,
69,2995219,,20.91,,
36,2995222,,18.51,,
72,2995223,21.73,,,
68,2995224,18.23,,,
67,2995228,,21.03,,
2,2995229,,17.51,,
98,2995230,,19.67,,
94,2995231,18.95,,,
50,2995231,,20.55,,
49,2995233,20.45,,,
2,2995233,19.09,,,
87,2995234,18.59,,,
90,2995244,,21.78,,
21,2995253,,18.83,,
41,2995253,,20.8,,
17,2995255,20.38,,,
22,2995259,19.96,,,
32,2995262,20.38,,,
8,2995265,,19.31,,
40,2995273,21.18,,,
64,2995280,,17.11,,
52,2995284,18.13,,,
16,2995285,20.18,,,
27,2995294,19.11,,,
62,2995299,19.39,,,
44,2995305,,19.59,,
44,2995307,18.28,,,
45,2995309,19.49,,,
31,2995310,,21.35,,
83,2995312,,19.47,,
9,2995318,,20.4,,
37,2995325,,19.19,,
59,2995326,,20.89,,
86,2995326,,21.19,,
93,2995327,,22.28,,
26,2995329,,21.76,,
8,2995332,19.58,,,
14,2995333,,19.76,,
71,2995336,,18.4,,
52,2995340,,22.62,,
79,2995341,21.8,,,
22,2995341,,18.97,,
48,2995341,20.14,,,
18,2995342,20.62,,,
14,2995343,18.74,,,
55,2995344,18.61,,,
85,2995345,,21.44,,
40,2995346,,20.31,,
17,2995347,,19.77,,
97,2995354,,17.97,,
24,2995355,,19.31,,
92,2995357,18.36,,,
66,2995360,19.25,,,
54,2995363,20.37,,,
95,2995364,17.6,,,
15,2995365,,19.76,,
30,2995371,,21.1,,
35,2995371,16.96,,,
69,2995378,17.11,,,
75,2995381,,20.42,,
